Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,TotalDistance,TotalDistanceMiles
1927972279,5/12/2016,966,0,0,0,0,0,0,0,0,0
2022484408,4/12/2016,1157,227,14,42,0,4.260000229,0.7699999809,3.309999943,8.340000153,5.182234235
2022484408,4/13/2016,1100,292,5,43,0,5.409999847,0.1000000015,2.99000001,8.499999858,5.281653412
2022484408,4/14/2016,1148,257,3,32,0,4.820000172,0.2099999934,2.480000019,7.510000184,4.666496324
2022484408,4/15/2016,1122,282,9,27,0,5.78000021,0.3100000024,1.940000057,8.030000269,4.989609297
2022484408,4/16/2016,1237,151,11,41,0,3.390000105,0.5500000119,3.150000095,7.090000212,4.405520522
2022484408,4/17/2016,1052,331,29,28,0,6.880000114,0.6600000262,3.869999886,11.41000003,7.089843126
2022484408,4/18/2016,1078,311,3,48,0,6.300000191,0.1199999973,3.640000105,10.06000029,6.250992442
2022484408,4/19/2016,1152,250,7,31,0,5,0.2399999946,3.289999962,8.529999956,5.300294603
2022484408,4/20/2016,1053,276,63,48,0,5.400000095,1.929999948,3.339999914,10.66999996,6.630028543
2022484408,4/21/2016,1028,255,53,104,0,4.309999943,1.110000014,3.329999924,8.749999881,5.436996176
2022484408,4/22/2016,1105,273,10,52,0,4.46999979,0.4199999869,4.429999828,9.319999605,5.791177475
2022484408,4/23/2016,1191,249,0,0,0,4.210000038,0,0,4.210000038,2.615971934
2022484408,4/24/2016,1161,216,26,37,0,4.579999924,1.149999976,4.550000191,10.28000009,6.387693936
2022484408,4/25/2016,1171,217,8,44,0,4.460000038,0.2199999988,3.329999924,8.009999961,4.977181686
2022484408,4/26/2016,1086,275,24,55,0,5.110000134,0.6600000262,1.429999948,7.200000107,4.473871267
2022484408,4/27/2016,1119,282,20,19,0,5.119999886,0.9700000286,1.039999962,7.129999876,4.430375153
2022484408,4/28/2016,1123,291,20,6,0,5.389999866,1.330000043,0.4099999964,7.129999906,4.430375171
2022484408,4/29/2016,1098,281,40,21,0,5.5,1.210000038,0.4799999893,7.190000027,4.467657507
2022484408,4/30/2016,1043,361,23,13,0,10.56999969,1.399999976,0.9399999976,12.90999967,8.021899404
2022484408,5/1/2016,1142,245,28,25,0,4.5,0.9599999785,1.940000057,7.400000036,4.598145422
2022484408,5/2/2016,1119,277,8,36,0,4.329999924,0.3400000036,2.609999895,7.279999822,4.52358077
2022484408,5/3/2016,1104,250,14,72,0,4.28000021,0.4600000083,3.99000001,8.730000228,5.424568971
2022484408,5/4/2016,1105,272,27,36,0,4.849999905,0.9300000072,2.50999999,8.289999902,5.151165529
2022484408,5/5/2016,1112,253,20,55,0,4.699999809,0.8600000143,2.789999962,8.349999785,5.188447717
2022484408,5/6/2016,1104,295,17,24,0,4.639999866,0.6700000167,1.870000005,7.179999888,4.46144371
2022484408,5/7/2016,1269,149,2,20,0,3.019999981,0.07999999821,1.610000014,4.709999993,2.926657406
2022484408,5/8/2016,1305,135,0,0,0,2.309999943,0,0,2.309999943,1.435366974
2022484408,5/9/2016,1061,297,47,35,0,5.639999866,1.629999995,2.119999886,9.389999747,5.834673533
2022484408,5/10/2016,1084,271,28,57,0,5.559999943,1.210000038,2.220000029,8.99000001,5.586125296
2022484408,5/11/2016,1133,224,25,58,0,3.99000001,1.149999976,4.179999828,9.319999814,5.791177604
2022484408,5/12/2016,728,236,16,16,0,4.440000057,0.6700000167,1.279999971,6.390000045,3.970560718
2026352035,4/12/2016,706,181,8,3,0,2.200000048,0.349999994,0.1899999976,2.740000039,1.702556564
2026352035,4/13/2016,663,238,0,0,0,3.099999905,0,0,3.099999905,1.926250041
2026352035,4/14/2016,653,197,0,0,0,2.049999952,0,0,2.049999952,1.27381052
2026352035,4/15/2016,687,188,0,0,0,2.369999886,0,0,2.369999886,1.472649199
2026352035,4/16/2016,728,150,0,0,0,1.580000043,0,0,1.580000043,0.9817662067
2026352035,4/17/2016,1053,60,0,0,0,0.5199999809,0,0,0.5199999809,0.3231129081
2026352035,4/18/2016,1062,182,0,0,0,2.059999943,0,0,2.059999943,1.280024224
2026352035,4/19/2016,785,141,0,0,0,1.5,0,0,1.5,0.9320565
2026352035,4/20/2016,623,327,0,0,0,4.480000019,0,0,4.480000019,2.783742092
2026352035,4/21/2016,749,153,0,0,0,1.529999971,0,0,1.529999971,0.9506976122
2026352035,4/22/2016,712,162,0,0,0,1.809999943,0,0,1.809999943,1.124681474
2026352035,4/23/2016,458,432,0,0,0,7.710000038,0,0,7.710000038,4.790770434
2026352035,4/24/2016,704,164,0,0,0,2.160000086,0,0,2.160000086,1.342161413
2026352035,4/25/2016,821,260,0,0,0,3.730000019,0,0,3.730000019,2.317713842
2026352035,4/26/2016,1018,288,0,0,0,3.680000067,0,0,3.680000067,2.286645321
2026352035,4/27/2016,586,286,0,0,0,3.769999981,0,0,3.769999981,2.342568658
2026352035,4/28/2016,626,331,0,0,0,3.950000048,0,0,3.950000048,2.45441548
2026352035,4/29/2016,492,352,0,0,0,4.710000038,0,0,4.710000038,2.926657434
2026352035,4/30/2016,594,233,0,0,0,2.930000067,0,0,2.930000067,1.820617071
2026352035,5/1/2016,716,191,0,0,0,2.279999971,0,0,2.279999971,1.416725862
2026352035,5/2/2016,716,355,0,0,0,4.349999905,0,0,4.349999905,2.702963791
2026352035,5/3/2016,981,304,0,0,0,3.720000029,0,0,3.720000029,2.311500138
2026352035,5/4/2016,530,345,0,0,0,4.070000172,0,0,4.070000172,2.528980077
2026352035,5/5/2016,479,475,0,0,0,7.539999962,0,0,7.539999962,4.685137316
2026352035,5/6/2016,511,383,0,0,0,5.079999924,0,0,5.079999924,3.156564633
2026352035,5/7/2016,665,229,0,0,0,2.599999905,0,0,2.599999905,1.615564541
2026352035,5/8/2016,610,258,0,0,0,3.450000048,0,0,3.450000048,2.14372998
2026352035,5/9/2016,543,401,0,0,0,6.599999905,0,0,6.599999905,4.101048541
2026352035,5/10/2016,1002,17,0,0,0,0.1599999964,0,0,0.1599999964,0.09941935778
2026352035,5/11/2016,569,330,0,0,0,5.320000172,0,0,5.320000172,3.305693827
2026352035,5/12/2016,330,343,0,0,0,5.510000229,0,0,5.510000229,3.423754352
2320127002,4/12/2016,1112,306,9,13,0,6.010000229,0.3100000024,1.169999957,7.490000188,4.654068907
2320127002,4/13/2016,1105,335,0,0,0,4.900000095,0,0,4.900000095,3.044717959
2320127002,4/14/2016,1249,191,0,0,0,2.680000067,0,0,2.680000067,1.665274321
2320127002,4/15/2016,1195,245,0,0,0,3.50999999,0,0,3.50999999,2.181012204
2320127002,4/16/2016,1245,195,0,0,0,3.400000095,0,0,3.400000095,2.112661459
2320127002,4/17/2016,1191,249,0,0,0,4.179999828,0,0,4.179999828,2.597330673
2320127002,4/18/2016,1173,260,7,0,0,4.139999866,0.2599999905,0,4.399999857,2.734032311
2320127002,4/19/2016,1201,228,11,0,0,3.660000086,0.3799999952,0,4.040000081,2.51033889
2320127002,4/20/2016,1146,283,11,0,0,4.340000153,0.4900000095,0,4.830000162,3.001222031
2320127002,4/21/2016,1302,127,10,1,0,1.809999943,0.4199999869,0.05999999866,2.289999928,1.422939545
2320127002,4/22/2016,1174,266,0,0,0,3.75999999,0,0,3.75999999,2.336354954
2320127002,4/23/2016,1129,242,0,0,0,3.420000076,0,0,3.420000076,2.125088867
2320127002,4/24/2016,1236,204,0,0,0,2.799999952,0,0,2.799999952,1.73983877
2320127002,4/25/2016,1280,152,5,3,0,1.99000001,0.200000003,0.2300000042,2.420000017,1.50371783
2320127002,4/26/2016,1293,147,0,0,0,2.299999952,0,0,2.299999952,1.42915327
2320127002,4/27/2016,1358,82,0,0,0,1.159999967,0,0,1.159999967,0.7207903393
2320127002,4/28/2016,1364,76,0,0,0,1.029999971,0,0,1.029999971,0.6400121122
2320127002,4/29/2016,1395,45,0,0,0,0.6200000048,0,0,0.6200000048,0.385250023
2320127002,4/30/2016,1206,234,0,0,0,3.069999933,0,0,3.069999933,1.907608929
2320127002,5/1/2016,1400,40,0,0,0,0.5199999809,0,0,0.5199999809,0.3231129081
2320127002,5/2/2016,1306,123,6,5,0,1.879999995,0.2099999934,0.3600000143,2.450000003,1.522358952
2320127002,5/3/2016,1204,206,10,20,0,3.160000086,0.3700000048,1.49000001,5.0200001,3.119282482
2320127002,5/4/2016,1388,52,0,0,0,0.8100000024,0,0,0.8100000024,0.5033105115
2320127002,5/5/2016,1206,223,11,0,0,3.109999895,0.3899999857,0,3.499999881,2.174798426
2320127002,5/6/2016,1236,204,0,0,0,3.289999962,0,0,3.289999962,2.044310566
2320127002,5/7/2016,1121,319,0,0,0,4.96999979,0,0,4.96999979,3.08821374
2320127002,5/8/2016,1193,247,0,0,0,3.470000029,0,0,3.470000029,2.156157388
2320127002,5/9/2016,1295,145,0,0,0,2.079999924,0,0,2.079999924,1.292451633
2320127002,5/10/2016,1150,290,0,0,0,4.199999809,0,0,4.199999809,2.609758081
2320127002,5/11/2016,1140,300,0,0,0,4.329999924,0,0,4.329999924,2.690536383
2320127002,5/12/2016,830,128,0,0,0,1.789999962,0,0,1.789999962,1.112254066
2347167796,4/12/2016,964,320,13,28,0,4.199999809,0.6200000048,2,6.819999814,4.237750104
2347167796,4/13/2016,676,195,32,19,0,3.410000086,1.940000057,1.659999967,7.01000011,4.355810778
2347167796,4/14/2016,705,206,48,1,0,3.940000057,2.74000001,0.01999999955,6.700000066,4.163185741
2347167796,4/15/2016,720,284,24,1,0,5.429999828,1.419999957,0.0700000003,6.919999786,4.299887187
2347167796,4/16/2016,968,268,72,66,0,5.53000021,4.099999905,5.449999809,15.07999992,9.370274633
2347167796,4/17/2016,508,249,7,1,0,3.25999999,0.2800000012,0.07999999821,3.61999999,2.249363014
2347167796,4/18/2016,678,206,16,11,0,3.789999962,0.8600000143,0.7900000215,5.439999998,3.380258239
2347167796,4/19/2016,648,382,7,0,0,4.440000057,0,0,4.440000057,2.758887276
2347167796,4/20/2016,1011,269,43,11,0,4.78000021,1.809999943,0.6800000072,7.27000016,4.517367269
2347167796,4/21/2016,761,208,26,23,0,3.380000114,1.529999971,1.850000024,6.76000011,4.200468028
2347167796,4/22/2016,781,206,27,9,0,2.920000076,1.679999948,0.5600000024,5.160000026,3.206274376
2347167796,4/23/2016,591,360,35,32,0,7.150000095,1.450000048,2.779999971,11.38000011,7.071202051
2347167796,4/24/2016,584,360,0,0,0,6.260000229,0,0,6.260000229,3.889782602
2347167796,4/25/2016,653,277,11,15,0,4.599999905,0.5199999809,1.269999981,6.389999866,3.970560607
2347167796,4/26/2016,732,227,0,0,0,3.950000048,0,0,3.950000048,2.45441548
2347167796,4/27/2016,623,295,9,26,0,5.320000172,0.400000006,1.860000014,7.580000192,4.709992299
2347167796,4/28/2016,764,229,0,0,0,3.599999905,0,0,3.599999905,2.236935541
2347167796,4/29/2016,2,4,0,0,0,0.02999999933,0,0,0.02999999933,0.01864112958
2873212765,4/12/2016,1061,356,21,2,0,4.880000114,0.9300000072,0.1099999994,5.920000121,3.678516395
2873212765,4/13/2016,1028,404,8,0,0.01999999955,4.880000114,0.2199999988,0,5.100000113,3.16899217
2873212765,4/14/2016,1109,331,0,0,0,5.320000172,0,0,5.320000172,3.305693827
2873212765,4/15/2016,992,448,0,0,0.009999999776,5.690000057,0,0,5.690000057,3.535601026
2873212765,4/16/2016,1087,305,1,47,0.009999999776,3.50999999,0.01999999955,3.109999895,6.639999885,4.125903369
2873212765,4/17/2016,1272,160,8,0,0,1.340000033,0.349999994,0,1.690000027,1.050117007
2873212765,4/18/2016,1122,311,6,1,0,4.889999866,0.2800000012,0.0700000003,5.239999868,3.255983958
2873212765,4/19/2016,1051,389,0,0,0,5.360000134,0,0,5.360000134,3.330548643
2873212765,4/20/2016,1035,378,5,22,0.009999999776,4.659999847,0.1199999973,1.50999999,6.289999835,3.908423488
2873212765,4/21/2016,1057,371,10,2,0.009999999776,5.46999979,0.3700000048,0.1299999952,5.96999979,3.70958474
2873212765,4/22/2016,1028,366,0,46,0.01999999955,4.420000076,0,0.4600000083,4.880000085,3.032290533
2873212765,4/23/2016,1077,330,5,28,0.009999999776,4.019999981,0.2300000042,2.089999914,6.339999899,3.939492077
2873212765,4/24/2016,1203,190,1,46,0,1.620000005,0.05999999866,3,4.680000003,2.908016282
2873212765,4/25/2016,1081,359,0,0,0,4.949999809,0,0,4.949999809,3.075786331
2873212765,4/26/2016,1124,309,5,2,0,5.239999771,0.1800000072,0.1199999973,5.539999776,3.442395201
2873212765,4/27/2016,1197,197,0,46,0,2.359999895,0,0,2.359999895,1.466435495
2873212765,4/28/2016,1192,213,7,28,0,2.910000086,0.3400000036,2.160000086,5.410000175,3.361617219
2873212765,4/29/2016,1191,206,23,20,0,2.180000067,1.409999967,1.360000014,4.950000048,3.07578648
2873212765,4/30/2016,1167,248,20,5,0.009999999776,4.260000229,1.080000043,0.3300000131,5.670000285,3.523173747
2873212765,5/1/2016,1219,196,18,7,0,3.440000057,1.039999962,0.4900000095,4.970000029,3.088213888
